file,sheet,cell,value,is_formula
Cisco Unit List Price_240426.xlsx,ACI,L25,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M25,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N25,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A26,2.6,False
Cisco Unit List Price_240426.xlsx,ACI,B26,ACI64-N9KDK9-16.2,False
Cisco Unit List Price_240426.xlsx,ACI,C26,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,D26,Nexus 9500 or 9300 ACI Base Software NX-OS Rel 16.1 64bit,False
Cisco Unit List Price_240426.xlsx,ACI,F26,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G26,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H26,No,False
Cisco Unit List Price_240426.xlsx,ACI,I26,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K26,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L26,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M26,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N26,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A27,2.7,False
Cisco Unit List Price_240426.xlsx,ACI,B27,N9K-SC-A,False
Cisco Unit List Price_240426.xlsx,ACI,C27,-,False
Cisco Unit List Price_240426.xlsx,ACI,D27,System Controller for Nexus 9500,False
Cisco Unit List Price_240426.xlsx,ACI,F27,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G27,56.0,False
Cisco Unit List Price_240426.xlsx,ACI,H27,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,I27,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,K27,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L27,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M27,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N27,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A28,2.8,False
Cisco Unit List Price_240426.xlsx,ACI,B28,N9K-C9504-FM-G,False
Cisco Unit List Price_240426.xlsx,ACI,C28,-,False
Cisco Unit List Price_240426.xlsx,ACI,D28,Nexus 9500 4-slot chassis 400G cloud scale fabric module,False
Cisco Unit List Price_240426.xlsx,ACI,F28,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G28,56.0,False
Cisco Unit List Price_240426.xlsx,ACI,H28,No,False
Cisco Unit List Price_240426.xlsx,ACI,I28,5.0,False
Cisco Unit List Price_240426.xlsx,ACI,K28,28709.48,False
Cisco Unit List Price_240426.xlsx,ACI,L28,143547.4,False
Cisco Unit List Price_240426.xlsx,ACI,M28,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N28,143547.4,False
Cisco Unit List Price_240426.xlsx,ACI,A29,2.9,False
Cisco Unit List Price_240426.xlsx,ACI,B29,N9K-C9504-RMK,False
Cisco Unit List Price_240426.xlsx,ACI,C29,-,False
Cisco Unit List Price_240426.xlsx,ACI,D29,Nexus 9504 Rack Mount Kit,False
Cisco Unit List Price_240426.xlsx,ACI,F29,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G29,56.0,False
Cisco Unit List Price_240426.xlsx,ACI,H29,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,I29,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K29,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L29,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M29,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N29,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A30,2.1,False
Cisco Unit List Price_240426.xlsx,ACI,B30,N9K-C9500-LC-CV,False
Cisco Unit List Price_240426.xlsx,ACI,C30,-,False
Cisco Unit List Price_240426.xlsx,ACI,D30,Nexus 9500 Linecard slot cover,False
Cisco Unit List Price_240426.xlsx,ACI,F30,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G30,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H30,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,I30,4.0,False
Cisco Unit List Price_240426.xlsx,ACI,K30,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L30,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M30,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N30,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A31,2.11,False
Cisco Unit List Price_240426.xlsx,ACI,B31,N9K-C9504-FAN-PWR,False
Cisco Unit List Price_240426.xlsx,ACI,C31,-,False
Cisco Unit List Price_240426.xlsx,ACI,D31,Nexus 9504 Fabric Module Blank with Fan Power Connector,False
Cisco Unit List Price_240426.xlsx,ACI,F31,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G31,56.0,False
Cisco Unit List Price_240426.xlsx,ACI,H31,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,I31,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K31,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L31,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M31,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N31,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A32,2.12,False
Cisco Unit List Price_240426.xlsx,ACI,B32,N9K-SUP-B+,False
Cisco Unit List Price_240426.xlsx,ACI,C32,-,False
Cisco Unit List Price_240426.xlsx,ACI,D32,Supervisor B+ for Nexus 9500,False
Cisco Unit List Price_240426.xlsx,ACI,F32,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G32,56.0,False
Cisco Unit List Price_240426.xlsx,ACI,H32,No,False
Cisco Unit List Price_240426.xlsx,ACI,I32,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K32,32726.66,False
Cisco Unit List Price_240426.xlsx,ACI,L32,32726.66,False
Cisco Unit List Price_240426.xlsx,ACI,M32,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N32,32726.66,False
Cisco Unit List Price_240426.xlsx,ACI,A33,2.13,False
Cisco Unit List Price_240426.xlsx,ACI,B33,N9K-SUP-B+,False
Cisco Unit List Price_240426.xlsx,ACI,C33,-,False
Cisco Unit List Price_240426.xlsx,ACI,D33,Supervisor B+ for Nexus 9500,False
Cisco Unit List Price_240426.xlsx,ACI,F33,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G33,56.0,False
Cisco Unit List Price_240426.xlsx,ACI,H33,No,False
Cisco Unit List Price_240426.xlsx,ACI,I33,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K33,32726.66,False
Cisco Unit List Price_240426.xlsx,ACI,L33,32726.66,False
Cisco Unit List Price_240426.xlsx,ACI,M33,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N33,32726.66,False
Cisco Unit List Price_240426.xlsx,ACI,A34,2.14,False
Cisco Unit List Price_240426.xlsx,ACI,B34,C1A1TN9500M4-3Y,False
Cisco Unit List Price_240426.xlsx,ACI,C34,-,False
Cisco Unit List Price_240426.xlsx,ACI,D34,"DCN Advantage Term N9500 M4, 3Y",False
Cisco Unit List Price_240426.xlsx,ACI,F34,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G34,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,H34,No,False
Cisco Unit List Price_240426.xlsx,ACI,I34,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K34,1830.51,False
Cisco Unit List Price_240426.xlsx,ACI,L34,65898.36,False
Cisco Unit List Price_240426.xlsx,ACI,M34,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N34,65898.36,False
Cisco Unit List Price_240426.xlsx,ACI,A35,2.15,False
Cisco Unit List Price_240426.xlsx,ACI,B35,SVS-B-N9K-ADV-M4,False
Cisco Unit List Price_240426.xlsx,ACI,C35,-,False
Cisco Unit List Price_240426.xlsx,ACI,D35,EMBEDDED SOLN SUPPORT SWSS FOR NEXUS 9K,False
Cisco Unit List Price_240426.xlsx,ACI,F35,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G35,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,H35,No,False
Cisco Unit List Price_240426.xlsx,ACI,I35,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K35,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L35,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M35,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N35,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A36,2.16,False
Cisco Unit List Price_240426.xlsx,ACI,B36,DCN-ADOPT-BAS,False
Cisco Unit List Price_240426.xlsx,ACI,C36,-,False
Cisco Unit List Price_240426.xlsx,ACI,D36,Nexus(DCN) - Virtual adopt session http://cs.co/requestCSS,False
Cisco Unit List Price_240426.xlsx,ACI,F36,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G36,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,H36,No,False
Cisco Unit List Price_240426.xlsx,ACI,I36,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K36,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L36,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M36,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N36,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A37,2.17,False
Cisco Unit List Price_240426.xlsx,ACI,B37,SW-OTHER,False
Cisco Unit List Price_240426.xlsx,ACI,C37,-,False
Cisco Unit List Price_240426.xlsx,ACI,D37,Select if this product will NOT be used for AI Applications,False
Cisco Unit List Price_240426.xlsx,ACI,F37,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G37,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,H37,No,False
Cisco Unit List Price_240426.xlsx,ACI,I37,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K37,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L37,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M37,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N37,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M38,SubTotal,False
Cisco Unit List Price_240426.xlsx,ACI,N38,361526.13,False
Cisco Unit List Price_240426.xlsx,ACI,A39,3.0,False
Cisco Unit List Price_240426.xlsx,ACI,B39,N9K-X9736C-FX3=,False
Cisco Unit List Price_240426.xlsx,ACI,C39,-,False
Cisco Unit List Price_240426.xlsx,ACI,D39,"Nexus 9500 36p 100G NX-OS Agg, ACI Spine, MACSec line card",False
Cisco Unit List Price_240426.xlsx,ACI,E39,Default,False
Cisco Unit List Price_240426.xlsx,ACI,F39,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G39,56.0,False
Cisco Unit List Price_240426.xlsx,ACI,H39,No,False
Cisco Unit List Price_240426.xlsx,ACI,I39,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K39,56066.35,False
Cisco Unit List Price_240426.xlsx,ACI,L39,56066.35,False
Cisco Unit List Price_240426.xlsx,ACI,M39,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N39,56066.35,False
Cisco Unit List Price_240426.xlsx,ACI,M40,SubTotal,False
Cisco Unit List Price_240426.xlsx,ACI,N40,56066.35,False
Cisco Unit List Price_240426.xlsx,ACI,A41,4.0,False
Cisco Unit List Price_240426.xlsx,ACI,B41,N9K-C93600CD-GX,False
Cisco Unit List Price_240426.xlsx,ACI,C41,-,False
Cisco Unit List Price_240426.xlsx,ACI,D41,"Nexus 9300 Series, 28p 100G and 8p 400G Switch",False
Cisco Unit List Price_240426.xlsx,ACI,E41,Default,False
Cisco Unit List Price_240426.xlsx,ACI,F41,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G41,70.0,False
Cisco Unit List Price_240426.xlsx,ACI,H41,No,False
Cisco Unit List Price_240426.xlsx,ACI,I41,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K41,55138.71,False
Cisco Unit List Price_240426.xlsx,ACI,L41,55138.71,False
Cisco Unit List Price_240426.xlsx,ACI,M41,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N41,55138.71,False
Cisco Unit List Price_240426.xlsx,ACI,A42,4.0.1,False
Cisco Unit List Price_240426.xlsx,ACI,B42,CON-L1SNB-N9KC936G,False
Cisco Unit List Price_240426.xlsx,ACI,C42,-,False
Cisco Unit List Price_240426.xlsx,ACI,D42,ENH 8X5XSNBDCX LEVEL 1 8X5XNBD Nexus 9300 with 28p,False
Cisco Unit List Price_240426.xlsx,ACI,F42,24.0,False
Cisco Unit List Price_240426.xlsx,ACI,G42,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,H42,No,False
Cisco Unit List Price_240426.xlsx,ACI,I42,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K42,7587.26,False
Cisco Unit List Price_240426.xlsx,ACI,L42,7587.26,False
Cisco Unit List Price_240426.xlsx,ACI,M42,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N42,7587.26,False
Cisco Unit List Price_240426.xlsx,ACI,O42,PRIMARYSERVICE,False
Cisco Unit List Price_240426.xlsx,ACI,A43,4.1,False
Cisco Unit List Price_240426.xlsx,ACI,B43,NXK-AF-PI,False
Cisco Unit List Price_240426.xlsx,ACI,C43,-,False
Cisco Unit List Price_240426.xlsx,ACI,D43,Dummy PID for Airflow Selection Port-side Intake,False
Cisco Unit List Price_240426.xlsx,ACI,F43,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G43,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H43,No,False
Cisco Unit List Price_240426.xlsx,ACI,I43,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K43,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L43,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M43,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N43,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A44,4.2,False
Cisco Unit List Price_240426.xlsx,ACI,B44,MODE-ACI-LEAF,False
Cisco Unit List Price_240426.xlsx,ACI,C44,-,False
Cisco Unit List Price_240426.xlsx,ACI,D44,Mode selection between ACI and NXOS,False
Cisco Unit List Price_240426.xlsx,ACI,F44,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G44,21.0,False
Cisco Unit List Price_240426.xlsx,ACI,H44,No,False
Cisco Unit List Price_240426.xlsx,ACI,I44,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K44,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L44,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M44,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N44,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A45,4.3,False
Cisco Unit List Price_240426.xlsx,ACI,B45,ACI64-N9KDK9-16.2,False
Cisco Unit List Price_240426.xlsx,ACI,C45,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,D45,Nexus 9500 or 9300 ACI Base Software NX-OS Rel 16.1 64bit,False
Cisco Unit List Price_240426.xlsx,ACI,F45,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G45,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H45,No,False
Cisco Unit List Price_240426.xlsx,ACI,I45,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K45,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L45,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M45,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N45,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A46,4.4,False
Cisco Unit List Price_240426.xlsx,ACI,B46,NXK-ACC-KIT-1RU,False
Cisco Unit List Price_240426.xlsx,ACI,C46,-,False
Cisco Unit List Price_240426.xlsx,ACI,D46,"Nexus 3K/9K Fixed Accessory Kit, 1RU front and rear removal",False
Cisco Unit List Price_240426.xlsx,ACI,F46,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G46,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H46,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,I46,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K46,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L46,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M46,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N46,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A47,4.5,False
Cisco Unit List Price_240426.xlsx,ACI,B47,NXA-FAN-35CFM-PI,False
Cisco Unit List Price_240426.xlsx,ACI,C47,-,False
Cisco Unit List Price_240426.xlsx,ACI,D47,"Nexus Fan, 35CFM, port side intake airflow",False
Cisco Unit List Price_240426.xlsx,ACI,F47,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G47,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H47,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,I47,6.0,False
Cisco Unit List Price_240426.xlsx,ACI,K47,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L47,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M47,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N47,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A48,4.6,False
Cisco Unit List Price_240426.xlsx,ACI,B48,NXA-PAC-1100W-PI2,False
Cisco Unit List Price_240426.xlsx,ACI,C48,-,False
Cisco Unit List Price_240426.xlsx,ACI,D48,Nexus AC 1100W PSU - Port Side Intake,False
Cisco Unit List Price_240426.xlsx,ACI,F48,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G48,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H48,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,I48,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,K48,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L48,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M48,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N48,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A49,4.7,False
Cisco Unit List Price_240426.xlsx,ACI,B49,CAB-9K10A-EU,False
Cisco Unit List Price_240426.xlsx,ACI,C49,-,False
Cisco Unit List Price_240426.xlsx,ACI,D49,"Power Cord, 250VAC 10A CEE 7/7 Plug, EU",False
Cisco Unit List Price_240426.xlsx,ACI,F49,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G49,7.0,False
Cisco Unit List Price_240426.xlsx,ACI,H49,No,False
Cisco Unit List Price_240426.xlsx,ACI,I49,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,K49,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L49,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M49,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N49,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A50,4.8,False
Cisco Unit List Price_240426.xlsx,ACI,B50,DCN-OTHER,False
Cisco Unit List Price_240426.xlsx,ACI,C50,-,False
Cisco Unit List Price_240426.xlsx,ACI,D50,Select if this product will NOT be used for AI Applications,False
Cisco Unit List Price_240426.xlsx,ACI,F50,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G50,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,H50,No,False
Cisco Unit List Price_240426.xlsx,ACI,I50,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K50,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L50,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M50,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N50,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A51,4.9,False
Cisco Unit List Price_240426.xlsx,ACI,B51,C1A1TN9300XF2-3Y,False
Cisco Unit List Price_240426.xlsx,ACI,C51,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,D51,"Data Center Networking Advantage Term N9300 XF2, 3Y",False
Cisco Unit List Price_240426.xlsx,ACI,F51,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G51,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,H51,No,False
Cisco Unit List Price_240426.xlsx,ACI,I51,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K51,1553.72,False
Cisco Unit List Price_240426.xlsx,ACI,L51,55933.92,False
Cisco Unit List Price_240426.xlsx,ACI,M51,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N51,55933.92,False
Cisco Unit List Price_240426.xlsx,ACI,A52,4.1,False
Cisco Unit List Price_240426.xlsx,ACI,B52,SVS-L1N9KA-XF2-3Y,False
Cisco Unit List Price_240426.xlsx,ACI,C52,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,D52,"Cisco Support Enhanced for DCN Advantage Term N9300 XF2, 3Y",False
Cisco Unit List Price_240426.xlsx,ACI,F52,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G52,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,H52,No,False
Cisco Unit List Price_240426.xlsx,ACI,I52,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K52,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L52,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M52,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N52,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A53,4.11,False
Cisco Unit List Price_240426.xlsx,ACI,B53,SW-OTHER,False
Cisco Unit List Price_240426.xlsx,ACI,C53,-,False
Cisco Unit List Price_240426.xlsx,ACI,D53,Select if this product will NOT be used for AI Applications,False
Cisco Unit List Price_240426.xlsx,ACI,F53,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G53,2.0,False
Cisco Unit List Price_240426.xlsx,ACI,H53,No,False
Cisco Unit List Price_240426.xlsx,ACI,I53,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K53,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L53,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M53,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N53,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M54,SubTotal,False
Cisco Unit List Price_240426.xlsx,ACI,N54,118659.89,False
Cisco Unit List Price_240426.xlsx,ACI,A55,5.0,False
Cisco Unit List Price_240426.xlsx,ACI,B55,N9K-C93180YC-FX3,False
Cisco Unit List Price_240426.xlsx,ACI,C55,-,False
Cisco Unit List Price_240426.xlsx,ACI,D55,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",False
Cisco Unit List Price_240426.xlsx,ACI,E55,Default,False
Cisco Unit List Price_240426.xlsx,ACI,F55,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G55,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H55,No,False
Cisco Unit List Price_240426.xlsx,ACI,I55,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K55,37352.94,False
Cisco Unit List Price_240426.xlsx,ACI,L55,37352.94,False
Cisco Unit List Price_240426.xlsx,ACI,M55,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N55,37352.94,False
Cisco Unit List Price_240426.xlsx,ACI,A56,5.0.1,False
Cisco Unit List Price_240426.xlsx,ACI,B56,CON-L1SNB-N9KC93X3,False
Cisco Unit List Price_240426.xlsx,ACI,C56,-,False
Cisco Unit List Price_240426.xlsx,ACI,D56,ENH 8X5XSNBDCX LEVEL 1 8X5XNBD Nexus 9300 48p 1102,False
Cisco Unit List Price_240426.xlsx,ACI,F56,24.0,False
Cisco Unit List Price_240426.xlsx,ACI,G56,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,H56,No,False
Cisco Unit List Price_240426.xlsx,ACI,I56,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K56,4790.5,False
Cisco Unit List Price_240426.xlsx,ACI,L56,4790.5,False
Cisco Unit List Price_240426.xlsx,ACI,M56,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N56,4790.5,False
Cisco Unit List Price_240426.xlsx,ACI,O56,PRIMARYSERVICE,False
Cisco Unit List Price_240426.xlsx,ACI,A57,5.1,False
Cisco Unit List Price_240426.xlsx,ACI,B57,NXK-AF-PI,False
Cisco Unit List Price_240426.xlsx,ACI,C57,-,False
Cisco Unit List Price_240426.xlsx,ACI,D57,Dummy PID for Airflow Selection Port-side Intake,False
Cisco Unit List Price_240426.xlsx,ACI,F57,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G57,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H57,No,False
Cisco Unit List Price_240426.xlsx,ACI,I57,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K57,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L57,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M57,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N57,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A58,5.2,False
Cisco Unit List Price_240426.xlsx,ACI,B58,MODE-ACI-LEAF,False
Cisco Unit List Price_240426.xlsx,ACI,C58,-,False
Cisco Unit List Price_240426.xlsx,ACI,D58,Mode selection between ACI and NXOS,False
Cisco Unit List Price_240426.xlsx,ACI,F58,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G58,21.0,False
Cisco Unit List Price_240426.xlsx,ACI,H58,No,False
Cisco Unit List Price_240426.xlsx,ACI,I58,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K58,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L58,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M58,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N58,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A59,5.3,False
Cisco Unit List Price_240426.xlsx,ACI,B59,ACI64-N9KDK9-16.2,False
Cisco Unit List Price_240426.xlsx,ACI,C59,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,D59,Nexus 9500 or 9300 ACI Base Software NX-OS Rel 16.1 64bit,False
Cisco Unit List Price_240426.xlsx,ACI,F59,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G59,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H59,No,False
Cisco Unit List Price_240426.xlsx,ACI,I59,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K59,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L59,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M59,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N59,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A60,5.4,False
Cisco Unit List Price_240426.xlsx,ACI,B60,NXK-ACC-KIT-1RU,False
Cisco Unit List Price_240426.xlsx,ACI,C60,-,False
Cisco Unit List Price_240426.xlsx,ACI,D60,"Nexus 3K/9K Fixed Accessory Kit, 1RU front and rear removal",False
Cisco Unit List Price_240426.xlsx,ACI,F60,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G60,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H60,Yes,False
Cisco Unit List Price_240426.xlsx,ACI,I60,1.0,False
Cisco Unit List Price_240426.xlsx,ACI,K60,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,L60,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,M60,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,N60,0.0,False
Cisco Unit List Price_240426.xlsx,ACI,A61,5.5,False
Cisco Unit List Price_240426.xlsx,ACI,B61,NXA-FAN-35CFM-PI,False
Cisco Unit List Price_240426.xlsx,ACI,C61,-,False
Cisco Unit List Price_240426.xlsx,ACI,D61,"Nexus Fan, 35CFM, port side intake airflow",False
Cisco Unit List Price_240426.xlsx,ACI,F61,N/A,False
Cisco Unit List Price_240426.xlsx,ACI,G61,14.0,False
Cisco Unit List Price_240426.xlsx,ACI,H61,Yes,False
