file,sheet,cell,value,is_formula
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K1,ListPrice,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L1,Extended ListPrice,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M1,Discount %,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N1,Selling Price,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,O1,Service Type,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C2,routing,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A3,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B3,C8355-G2,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C3,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D3,"Cisco C8300 Series Secure Router, C8355-G2",False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,E3,Default,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F3,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G3,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H3,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I3,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K3,12891.91,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L3,12891.91,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M3,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N3,12891.91,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A4,1.0.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B4,CON-L1NBD-C8355G2A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C4,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D4,CX LEVEL 1 8X5XNBD Cisco C8300 Series S,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F4,36.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G4,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H4,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I4,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K4,6294.75,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L4,6294.75,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M4,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N4,6294.75,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,O4,PRIMARYSERVICE,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A5,1.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B5,C8300-RM-19-F,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C5,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D5,"Rack mount kit - 19"" Fixed for Cisco 8300 Series",False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F5,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G5,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H5,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I5,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K5,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L5,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M5,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N5,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A6,1.2,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B6,C83G2-ADPT-BRKT,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C6,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D6,Power Adapter Bracket for Cisco 8300 Series,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F6,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G6,3.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H6,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I6,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K6,155.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L6,155.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M6,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N6,155.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A7,1.3,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B7,C-RFID-1R,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C7,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D7,RFID - 1RU for Cisco 8200/8300/8400/8500L Series,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F7,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G7,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H7,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I7,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K7,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L7,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M7,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N7,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A8,1.4,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B8,C8300-PIM-BLANK,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C8,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D8,PIM Blank for Cisco 8300 Series,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F8,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G8,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H8,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I8,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K8,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L8,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M8,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N8,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A9,1.5,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B9,NETWORK-PNP-LIC,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C9,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D9,Network Plug-n-Play Connect for zero-touch device deployment,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F9,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G9,2.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H9,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I9,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K9,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L9,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M9,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N9,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A10,1.6,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B10,R-OS-L-E,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C10,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D10,"Cisco OS Essentials - Large (Embedded, Perpetual)",False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F10,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G10,28.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H10,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I10,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K10,3600.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L10,3600.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M10,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N10,3600.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A11,1.7,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B11,IOSXE-AUTO-MODE,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C11,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D11,IOS XE Autonomous for Unified image,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F11,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G11,14.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H11,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I11,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K11,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L11,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M11,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N11,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A12,1.8,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B12,TE-R-SW-G2,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C12,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D12,TE agent for IOSXE on Enterprise Routing for G2 Platforms,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F12,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G12,28.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H12,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I12,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K12,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L12,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M12,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N12,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A13,1.9,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B13,SC83G2UK9-1718,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C13,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D13,IOS XE 17.18,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F13,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G13,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H13,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I13,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K13,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L13,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M13,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N13,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A14,1.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B14,PWR-CC1-230WAC,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C14,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D14,230W AC Power supply with PoE for Cisco 8200/8300 Series,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F14,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G14,28.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H14,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I14,2.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K14,1551.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L14,3102.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M14,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N14,3102.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A15,1.11,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B15,CAB-ACE,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C15,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D15,"AC Power Cord (Europe), C13, CEE 7, 1.5M",False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F15,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G15,14.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H15,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I15,2.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K15,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L15,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M15,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N15,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M16,SubTotal,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N16,26043.76,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C17,SDWAN full,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A18,2.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B18,C8355-G2,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C18,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D18,"Cisco C8300 Series Secure Router, C8355-G2",False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,E18,Default,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F18,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G18,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H18,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I18,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K18,12891.91,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L18,12891.91,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M18,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N18,12891.91,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A19,2.0.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B19,CON-L1NBD-C8355G2A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C19,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D19,CX LEVEL 1 8X5XNBD Cisco C8300 Series S,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F19,36.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G19,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H19,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I19,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K19,6294.75,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L19,6294.75,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M19,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N19,6294.75,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,O19,PRIMARYSERVICE,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A20,2.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B20,C8300-RM-19-F,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C20,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D20,"Rack mount kit - 19"" Fixed for Cisco 8300 Series",False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F20,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G20,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H20,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I20,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K20,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L20,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M20,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N20,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A21,2.2,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B21,C83G2-ADPT-BRKT,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C21,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D21,Power Adapter Bracket for Cisco 8300 Series,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F21,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G21,3.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H21,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I21,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K21,155.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L21,155.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M21,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N21,155.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A22,2.3,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B22,C-RFID-1R,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C22,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D22,RFID - 1RU for Cisco 8200/8300/8400/8500L Series,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F22,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G22,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H22,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I22,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K22,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L22,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M22,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N22,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A23,2.4,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B23,C8300-PIM-BLANK,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C23,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D23,PIM Blank for Cisco 8300 Series,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F23,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G23,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H23,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I23,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K23,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L23,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M23,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N23,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A24,2.5,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B24,NETWORK-PNP-LIC,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C24,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D24,Network Plug-n-Play Connect for zero-touch device deployment,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F24,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G24,2.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H24,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I24,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K24,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L24,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M24,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N24,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A25,2.6,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B25,TE-R-SW-G2,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C25,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D25,TE agent for IOSXE on Enterprise Routing for G2 Platforms,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F25,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G25,28.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H25,Yes,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I25,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K25,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L25,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M25,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N25,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A26,2.7,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B26,R-OS-L-E,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C26,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D26,"Cisco OS Essentials - Large (Embedded, Perpetual)",False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F26,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G26,28.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H26,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I26,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K26,3600.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L26,3600.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M26,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N26,3600.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A27,2.8,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B27,IOSXE-CTRL-MODE,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C27,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D27,IOS XE SD-WAN boot up mode for Unified image,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F27,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G27,14.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H27,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I27,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K27,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L27,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M27,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N27,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A28,2.9,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B28,SC83G2UK9-1718,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C28,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D28,IOS XE 17.18,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F28,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G28,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H28,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I28,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K28,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L28,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M28,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N28,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A29,2.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B29,PWR-CC1-230WAC,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C29,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D29,230W AC Power supply with PoE for Cisco 8200/8300 Series,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F29,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G29,28.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H29,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I29,2.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K29,1551.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L29,3102.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M29,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N29,3102.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A30,2.11,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B30,CAB-ACE,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C30,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D30,"AC Power Cord (Europe), C13, CEE 7, 1.5M",False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F30,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G30,15.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H30,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I30,2.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K30,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L30,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M30,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N30,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M31,SubTotal,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N31,26043.76,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C32,base,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A33,3.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B33,C8375-E-G2,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C33,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D33,"Cisco C8300 Series Secure Router, C8375-E-G2",False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,E33,Default,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F33,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G33,21.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H33,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I33,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K33,23635.17,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L33,23635.17,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M33,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N33,23635.17,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A34,3.0.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B34,CON-L1NBD-C8375EG2,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,C34,-,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,D34,CX LEVEL 1 8X5XNBD Cisco Secure WAN C83,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,F34,36.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,G34,N/A,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,H34,No,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,I34,1.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,K34,11991.39,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,L34,11991.39,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,M34,0.0,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,N34,11991.39,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,O34,PRIMARYSERVICE,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,A35,3.1,False
Cisco Unit List Price_240426.xlsx,C8000_secure_input,B35,MEM-C83G2-16GB,False
